customer_id,industry,annual_revenue,ebitda_margin,current_ratio,leverage_ratio,cash_flow,loan_amount,loan_term_months,interest_rate,debt_to_income,credit_utilization,number_of_accounts,delinquencies_12m,previous_defaults,collateral_value,days_past_due,years_in_business,ead,lgd,default,pd_true
SME100012,Transportation,522317.38407166034,0.12308002031225178,1.145701548912612,1.7176624839387808,52382.89583341221,321439.3887240738,72,0.060998453270264694,0.30518485241704674,0.5028125874802448,6,2,0,69225.11153747438,17,11.8,286009.7322345518,0.5300185739873237,0,0.2924188777863966
SME100013,Hospitality,1509427.815683457,-0.07241297956365575,1.0467560831161304,4.208178077926448,131623.53746511828,63111.245158889134,48,0.07596890618766185,0.7999038421566425,0.126875559114401,6,0,0,55357.25493852123,0,9.9,58869.372606508805,0.4389847171793752,0,0.21700662573301124
SME100014,Retail,780358.9945854846,0.04905708071570368,1.1451446536905698,2.8275770568388134,436825.81263792346,76611.13500643797,60,0.062334537843305705,0.36430100177371616,0.19560193003696022,9,1,0,29060.955307673918,22,5.9,68173.70280839263,0.4777639910499141,0,0.1391935777858116
SME100015,Wholesale,207048.33286973002,0.12994324322250206,1.3532894288209145,0.1,63768.1713353361,44094.8744407832,36,0.06417479440929158,0.4884164565541984,0.780420031206236,4,0,0,132745.9105658303,43,8.9,41218.215977492284,0.11153472046399504,0,0.11462390622980739
SME100016,Construction,706975.141754099,0.1691783309834164,1.421146469730532,3.69013095487165,11745.42604098658,31310.290695987784,60,0.11723862548371285,0.5017245922984471,0.7018397630207477,4,0,0,39219.856832811434,9,3.4,30302.430830531528,0.3762043020469525,0,0.09531670162489453
SME100017,Manufacturing,187421.8802993051,-0.0031739217910496387,0.9011393479584826,0.16874134627692294,64325.29467439901,98302.6150739445,72,0.03,0.491360393253686,0.5462952465459963,4,2,0,339385.9671749433,30,11.6,90591.21118095837,0.14948767320140602,0,0.12236359407805958
SME100018,Hospitality,1176965.7675291663,0.13571186337116312,0.6361452844000273,3.8093117124255818,58883.86492792278,23737.680258221426,24,0.08195069843347594,0.35023431306286545,0.5199843995216397,4,0,0,113922.68785684745,51,0.5,22552.05452928719,0.20116186818857906,1,0.28410438551785944
SME100019,Transportation,465130.8714796219,0.05021887302287749,1.4774682685790688,1.939879615598131,105010.45235735788,75310.96462470375,48,0.03,0.5075012513627499,0.25598045372539235,9,1,0,33687.661944955886,21,20.3,71036.76625022653,0.4223410379251157,0,0.02170095637896338
SME100020,Professional Services,406418.06943675684,0.15876961320717234,0.25,2.839051539033049,12153.0790372123,264171.74513389193,60,0.09888315819798867,0.4147175009966041,0.304247836314043,5,0,0,60102.57030353414,0,13.5,236493.38534529594,0.5648044514312829,0,0.03675118122989478
SME100021,Retail,247476.38829114122,0.13844793714401402,1.3946387493763046,2.660149405436336,97933.85185824607,153057.83083864735,36,0.06546353993389413,0.11374630242366834,0.3120216393536747,5,0,0,259595.4833874354,0,6.3,150147.17763416446,0.2718793043271951,0,0.046761534028594065
SME100022,Technology,1660353.9137686,0.1994801281943659,0.930388815373914,2.462997067232524,50046.96581413178,96041.36821301786,48,0.031934735023668705,0.2180221949908755,0.3947878208395762,7,0,0,182516.71388217958,16,5.5,88553.56527807013,0.11130615168158622,0,0.05808290659004852
SME100023,Hospitality,418934.7747495773,0.2253458344150015,1.879084989637063,3.035238323041353,150612.01411655796,31775.187343530273,24,0.07139450665632802,0.3976784490871792,0.19659248482890193,8,2,0,73165.73316059199,0,16.3,32005.110261578953,0.1991901307541608,0,0.014210787214059082
SME100024,Professional Services,318593.78779985296,0.17671919194192232,2.0261991824078303,2.831014769471925,45861.91764396202,76757.08027274377,36,0.04489062085116867,0.5209748907835363,0.23306078847607903,7,0,0,405359.7800455959,14,2.8,74735.03104091102,0.1654307468568045,0,0.07382860318971306
SME100025,Wholesale,343817.56092078885,0.208831487117646,2.0391851681363637,5.6915669811546445,159721.44844448037,41082.96804317104,48,0.0999119700483973,0.5237248655105182,0.22707569870945335,3,0,0,19043.6595198217,14,5.8,38064.52926482737,0.4208727258456049,0,0.04919096242720384
SME100026,Construction,832600.4760894218,0.11197260192609293,1.2594542152901493,3.05831745922311,18776.18580373011,275374.5566075233,36,0.10109742359512575,0.4602172385138906,0.802075210111509,4,0,0,372168.5623468173,0,0.6,254011.141786579,0.19943254415573303,0,0.0921267450750817
SME100027,Manufacturing,704641.2340284319,0.36584939290137164,0.8256707934201238,3.0954982972320213,74310.29667805042,54022.25058746757,48,0.04652251080352211,0.42706186238295446,0.8509258129602862,5,1,0,58246.15833104673,0,15.4,53309.74330364287,0.2714746426544626,0,0.0325171301082357
SME100028,Manufacturing,738763.123192914,0.04249447228040952,1.0019742257233597,1.5647662978676413,30496.04814273392,41436.69653143761,48,0.08872640275858905,0.4030791630026616,0.3852222778044515,5,0,0,487290.1266449443,27,11.5,37437.72766992702,0.1140360437702855,0,0.11368715726216955
SME100029,Transportation,752247.7496592198,0.09777953776725432,1.60818587574977,3.3094320379782096,47131.585621497085,67167.79405667719,60,0.058953421310816476,0.4852126483336745,0.5121636100982065,7,0,0,204497.6379479841,24,0.5,67216.07475456665,0.20672190190398718,0,0.14861082256183422
SME100030,Professional Services,4162588.194317749,0.21210868661975146,0.5447745387273452,1.0622543032458838,845833.6080565825,41586.76665570538,24,0.0678784179173339,0.25146083014525444,0.5285310600691897,8,2,0,228948.78837858516,15,6.7,39176.88143677474,0.16488316014473953,0,0.060465608483668144
SME100031,Technology,325652.12312795944,0.20021770438887943,2.21645221920522,4.540204367402485,31113.198368359397,98745.9376920159,48,0.12493131737490074,0.43284952517216013,0.12726851757938804,5,0,0,206807.33299157623,14,9.5,99479.0604494452,0.16699687379857397,0,0.04161343776176089
SME100032,Retail,292950.01346267195,0.1789911215313879,1.2681534825114666,0.32504246519106017,52295.42375924622,190417.50875073677,36,0.06573328861555428,0.5860695711928945,0.6457667254487834,8,0,0,158922.71708335128,0,9.7,189133.8531617668,0.39196311421083,0,0.02535687175909847
SME100033,Retail,216690.91704249723,0.19402549263944863,1.725095519843614,1.350146091578524,26124.599210659602,81315.61225499553,60,0.1117576981578194,0.4441309109202043,0.2346141798278639,8,1,1,94817.71659498944,84,7.1,74130.38911867765,0.3038277993886815,1,0.12222327131929446
SME100034,Construction,905261.7637527564,-0.02668457236848326,0.4702156374447375,0.1,55475.907777139,36887.884364863,60,0.11933364977124193,0.24690564158912262,0.30690860417030025,8,0,0,113191.4944146717,28,13.4,34070.01653392143,0.11599241051144812,0,0.10690505718199919
SME100035,Wholesale,1512043.027595121,0.26714389556302676,0.9407098858329077,3.3714299874783173,63897.4819586317,70663.23113443085,36,0.0672828241105507,0.24410143053490535,0.24234196678129846,6,0,0,226708.038041487,72,3.2,65257.816921528,0.15782136115415943,0,0.25458656536258895
SME100036,Manufacturing,436285.6822796745,0.12368872329067082,0.4018764698889912,2.0218024113429256,37755.4415518997,27439.579259842132,60,0.08230914649181341,0.6553361837617394,0.6004074943727352,6,1,0,73147.43526405912,0,4.4,25773.641737898055,0.19647318648973627,0,0.3028693862799958
SME100037,Construction,211048.55891897168,0.23967153458166818,2.011654221590634,3.797483693198819,302165.1852327315,137181.5632973316,48,0.06346192745970142,0.398422729064902,0.11174113345820393,8,0,0,72065.7574235899,18,12.1,123979.64833356714,0.4548330629675024,0,0.02576169725277072
SME100038,Wholesale,214382.86500702347,-0.022682126317436463,1.3618873930687392,1.1390547433987785,206829.93590916132,139348.86225456526,36,0.07571623147142156,0.1628123785047691,0.3226655566776535,7,1,0,109479.64818254285,0,13.7,136095.49533929327,0.3730521077824901,0,0.03608111762296109
SME100039,Transportation,937144.521472322,0.1605254802784953,1.7642177243899297,3.5503607960479657,31190.612253691714,233273.22736945917,24,0.09180675625044067,0.2406690633403877,0.6014026974163498,7,1,0,126019.66465541274,36,0.5,217448.2882070642,0.39365019812499175,0,0.047733187107759284
SME100040,Retail,1028132.0511805235,0.09491981766841212,1.4848775252815416,3.627738594965792,152517.8736558684,153077.86283456715,24,0.07325192085239597,0.11981990430826828,0.4753427799718051,4,0,0,80414.0891025317,0,12.9,154822.38165074016,0.48447679793919196,0,0.07723599512627458
SME100041,Hospitality,841679.2381309882,0.18576961212650428,1.707661279651798,3.038876461310859,47473.161139902535,70216.31473532759,48,0.08519741325237605,0.12569206476593436,0.675093129006021,3,2,0,425238.75322835345,13,10.6,70006.26288638197,0.2140435448432212,1,0.05531032151651918
SME100042,Professional Services,251322.00709839686,0.16536563619750766,1.2644069767753103,2.7493975981691485,24188.192692631852,71546.11426111897,48,0.058026678057292516,0.4733788908258476,0.5944893960089749,6,1,0,257078.01593176628,97,5.8,68771.90703007072,0.14817139608986035,0,0.38005100607085013
SME100043,Retail,616714.407567431,0.16928382379993429,1.3380499257893514,2.919518693226627,38327.8077109704,67015.12197909037,24,0.05297830123589875,0.3153199948251971,0.2609372568775565,4,0,0,241911.43113320463,0,18.6,65561.16170559409,0.21287088679139832,0,0.03841205256935365
SME100044,Hospitality,549457.0067770416,0.055284664941480696,1.3995471696549167,1.2428919816031045,23614.850208155844,357147.05440507707,60,0.06622515183870852,0.19924406452213336,0.4891940313317099,5,0,0,17528.967846701533,0,14.5,348561.2331979372,0.584640458168514,0,0.04769936440222394
SME100045,Professional Services,608461.3038672374,0.13544247033451112,1.6730974102099756,0.9795687419819405,170598.68898630692,68642.88281254201,48,0.07899633191290296,0.6428784015897508,0.7139028086279157,6,0,0,96918.06860613052,18,7.0,62648.71344312529,0.30657191580081977,0,0.043365151985123404
SME100046,Retail,1168730.6203726109,0.12558663616565274,1.6876651316699152,3.5701961620230627,33231.241624755225,50037.36661859074,72,0.10771922154643211,0.36814697721889666,0.6617780001164826,4,0,0,32184.136897219665,15,19.5,44510.10975425767,0.46922683517092023,0,0.031979144445836695
SME100047,Wholesale,611454.331623242,0.1796248033365946,2.9962902862040393,2.110094368452307,233122.59256713465,73949.51373859249,36,0.07087294765674639,0.4246014485908494,0.5800476477239564,7,1,0,37561.59818587538,3,15.0,70356.45808379407,0.44773356920043317,0,0.025451387531301908
SME100048,Transportation,964064.5800210268,0.21914375963467736,2.3748811700587837,3.4254271397799223,83015.7191058573,125420.69245289748,24,0.0857228413981524,0.5530502782948559,0.28958167390053485,7,0,1,99960.81857315188,0,5.8,121326.59488413819,0.38084282060039054,0,0.11235810860842581
SME100049,Manufacturing,523126.7520861484,0.15203807376068917,0.47168266776069956,5.181581536014406,50857.46397841205,4188.028607265286,60,0.05192201345398596,0.1495779011880567,0.5045403651720415,9,1,0,125523.507253714,0,9.4,4062.9190532255907,0.23514111804063909,0,0.32640377549797794
SME100050,Wholesale,652860.9195649717,0.03790621692891212,1.3712919871400095,1.9685479353754303,46542.09181182793,112907.56129655351,60,0.09693591549360857,0.18791736084891822,0.5844306305196064,4,0,0,662276.047679587,44,3.4,106152.29808455487,0.21446848489187154,0,0.17705057643656874
SME100051,Manufacturing,919226.8597122738,0.14860630476534145,1.2267572878539765,1.7398554155739534,354115.42762405553,9310.1984735763,24,0.06571403168579243,0.42385667393887777,0.647818163377517,6,1,0,163713.78433041205,10,0.5,8290.379475617776,0.2767312272514897,0,0.15153188766917208
SME100052,Professional Services,113873.58176199035,0.348886098272741,2.1540717644455,2.181146865724919,73811.9507798262,74017.82814529374,36,0.06989817295754706,0.05,0.5063956119661166,4,1,0,441188.64151212404,35,10.6,71866.39315698395,0.21368685528204623,0,0.00987749322632748
SME100053,Transportation,355161.8157588754,0.2716804261590229,1.2763386205693312,2.762353800496023,46448.363669271,18666.504521266106,36,0.07697699902896718,0.7858341070684012,0.33655128381123844,6,0,0,25116.37303002498,0,15.0,17602.076835962347,0.2678523993513273,0,0.02301833244069697
SME100054,Professional Services,305476.2599411033,-0.09795196502061593,1.705358882595666,3.682622093768155,157644.4771479015,40835.08026370879,48,0.06186069338059241,0.4883360667255854,0.23718968186775727,5,0,0,280980.3342093293,48,21.6,38010.170016501565,0.20032532619191615,0,0.11669160642501354
SME100055,Professional Services,258105.10166791265,0.1450674522955876,0.25,2.6545809510137395,123870.6595021149,15843.400192389976,24,0.047693989443301776,0.3985311810039602,0.7050637699544484,2,0,0,1074935.2377468315,0,9.9,15457.781330394628,0.17436315552885145,0,0.10632024061751152
SME100056,Construction,371334.2015013059,0.21456956202042757,0.6175195537336965,6.0256752066400585,30052.96748798066,241367.23097584886,12,0.08683063516359768,0.5050046953819107,0.6351983601418918,6,0,0,385513.38437440264,0,5.2,234398.01673448973,0.1307164122665811,0,0.2328976237690472
SME100057,Construction,2180230.822921831,0.12541383899456165,2.6007612485063536,3.373359223953781,73476.55683398824,79982.21910303374,60,0.09813353920731722,0.5375008070380117,0.7112216092430484,6,1,0,53604.494934943825,0,7.2,70624.58797509626,0.4260475777439928,0,0.06939213843133114
SME100058,Manufacturing,205698.93214530786,0.10319272638848932,1.4776344190145358,3.9493190231594326,14359.643236189702,133704.3058944501,12,0.04208424944914839,0.47896227575195555,0.41527111554700596,2,0,0,633222.2007717293,11,1.1,127718.96864669448,0.08,0,0.0911951790561649
SME100059,Manufacturing,1287584.260711605,0.11864286279332095,0.9008469870920396,2.641023330473564,70961.57205338763,437889.33207553264,48,0.08166937703040768,0.5671099143208199,0.40149709752648904,6,1,0,91643.18686809095,22,0.7,432158.74580801517,0.5387245962379905,0,0.16311535283238235
SME100060,Transportation,90865.00553084674,0.1841751588347722,1.5835789791723962,4.318929967246074,97030.82401892627,59062.25359505038,36,0.08129253549378668,0.6294790558933707,0.11932462317629178,2,2,0,37250.23884890227,0,8.0,58930.14371698755,0.393990438032917,0,0.039849527463373224
SME100061,Construction,349799.345331578,0.048122402049999305,0.8708175756011166,2.3715632857382642,109434.17691936762,24551.880421088794,36,0.06641818637852386,0.7328478708082647,0.48757698848523584,6,0,0,63128.971946415615,26,6.9,24907.88805150596,0.08,0,0.25199349700384005
SME100062,Construction,575361.0668793389,0.23509509212874968,1.2941445519573742,1.6692420820330993,29746.78952485705,93028.1409059401,12,0.06630050387813241,0.26888973244471914,0.556245213612823,5,0,0,49736.14400184527,47,7.7,93394.57405966191,0.5218730235165554,0,0.050248909354889786
SME100063,Professional Services,878720.6583703017,0.1355205606641545,0.6510601334157917,4.14855171311001,37620.5083211801,258145.61224339588,24,0.10217941176177328,0.19480120676893917,0.3184367661928589,6,0,0,59754.26845699782,52,8.0,246551.0806095005,0.3592839027473892,0,0.1577718824230653
SME100064,Transportation,995725.1849734933,0.06519805807107606,1.016203330213613,2.608338325630852,91368.39721055729,112477.08914378233,48,0.1296320123899227,0.1944181327387072,0.20902567309895811,7,0,0,32976.561674665456,27,17.5,109849.75931956242,0.4882946334493063,0,0.056676985629908846
SME100065,Construction,1080946.1011471932,0.22994801291189565,1.2210148207977551,3.0924235144405707,225355.5045706617,59020.114061174,36,0.1078987468292181,0.4570276892051496,0.6418670534144478,7,0,0,48519.21528048428,0,9.0,59165.74427352537,0.2921857675973763,0,0.07086934902028286
SME100066,Construction,344991.4550554544,0.01638952759106871,2.0663846228851916,4.2710123693169315,79448.00937402944,108967.61022915841,36,0.08893529352500154,0.089112889621769,0.32439216278084043,3,2,0,160891.99305400177,6,10.8,106469.48874577053,0.3087723905705416,0,0.03794789812360092
SME100067,Wholesale,307936.29536598024,0.0955831922398733,1.705225304225738,2.922373589274629,44254.10854398808,118248.70570337572,12,0.10494157592678585,0.16694767499304058,0.1609236096331234,6,0,0,142405.30911021415,0,3.5,118676.2131264655,0.18550239867203966,0,0.008002566116008579
SME100068,Manufacturing,1153113.0940990266,0.09426599477718686,1.8011882197681515,2.4612020004237016,175115.56869912663,23025.414964545886,60,0.08720449290808432,0.5144103153298306,0.2312679661349077,6,0,0,109757.69164434687,26,6.3,22922.350759174944,0.13501172155958563,0,0.1474621557389076
SME100069,Retail,403808.3548124138,0.3115153550588905,1.4358239417498109,1.8433659128000581,82140.10321871875,49919.7409407074,48,0.058222184360963165,0.33189723327706416,0.3779823266446308,8,0,0,431705.44280839595,0,12.7,50637.47376018493,0.09902080961115377,0,0.021839627215920063
SME100070,Wholesale,136531.91511745888,0.08519833850884456,1.902567004103272,4.398689358157371,85893.28975845326,88745.74482634828,36,0.08444468399537451,0.39331019048959603,0.7998342606159381,5,0,0,241207.65439371765,14,11.5,78846.82151366965,0.21995485513265778,0,0.062251829031606476
SME100071,Retail,157426.31491977666,-0.032397217640008386,0.9695644018612175,2.153237766303018,149932.82978623567,102327.10469785484,60,0.041732939679669866,0.7071257907716366,0.3025799884787502,1,1,0,1079167.5899022,0,5.9,92512.93966931754,0.18078357334231257,0,0.05232934353067506
SME100072,Hospitality,194959.61509071555,0.09345479077766869,1.0470117302600805,2.6182392296727195,67058.94786341727,99397.01846495016,12,0.05672592387138019,0.6010018589432111,0.48904705344866306,4,0,1,53099.88015031539,11,3.7,89676.78008879938,0.45069447672327356,1,0.2795684053315088
SME100073,Wholesale,803844.196595856,0.17644402779238227,1.6741750893012837,3.1590522605969396,31568.55740527318,57142.36696173058,36,0.09880289321781069,0.46193108232814106,0.2686134832013234,10,1,0,66737.60805479877,52,7.7,56137.89258256188,0.40627658929651617,1,0.2507775440818143
SME100074,Manufacturing,563783.5814857328,0.20272676372668835,1.296468935485053,3.152456323459857,63632.10442195243,68653.54884961953,48,0.07051319868548193,0.22955189638400697,0.12880447916764196,5,0,0,216165.70249612324,21,10.8,69713.94194149652,0.0912614392223808,0,0.07038813286252313
SME100075,Wholesale,975285.3307280216,0.3221231754754218,1.442384783400443,4.321919324367234,198972.8329799899,42566.609957752866,36,0.05451478016267099,0.3835947172506094,0.6365970083582149,2,0,0,120195.64326186362,21,15.5,42739.869889122274,0.09172165536070317,0,0.022374880280281038
SME100076,Wholesale,318936.516352703,0.2525518056788705,1.3597255971469726,2.5882893992921434,401678.04393481015,73979.75468992363,36,0.06013058700470148,0.26037664106300445,0.6840914423511676,4,0,0,79626.87959371839,25,8.6,68231.76244242305,0.4191811649563292,0,0.08166722157580873
SME100077,Transportation,572941.9553927893,0.1550338075132122,2.1393977280088126,4.902215335398969,24419.482815071206,166468.76500694218,24,0.04464226945705539,0.36884680736541164,0.8177802166147465,10,0,0,48137.41423846796,42,5.8,150075.8675209903,0.5643717866331336,0,0.37973062505114363
SME100078,Construction,914004.1527968125,0.0686867625940178,2.1680541129733797,2.301989169267681,319184.6762481419,594102.6993179282,48,0.08323322767406945,0.24979561828351962,0.44260488776230866,8,2,0,227122.85744256413,2,5.6,550466.0962816481,0.517657257627346,0,0.03320171762138444
SME100079,Professional Services,358847.7419153256,0.2699221945077887,1.1056088316899388,3.2932186154239567,52563.9736334973,29038.901873341507,48,0.06445385650295629,0.4303698959045745,0.7267514650253585,7,0,0,39581.5245144515,19,10.7,28956.147074932785,0.2680909542794955,0,0.08012643829934522
SME100080,Transportation,772027.3358849429,0.11051491597390149,0.48207185921009754,2.4059614946727077,74489.39395017936,237220.99911326345,36,0.0689648443216555,0.35858375839276213,0.18033364770051966,4,2,1,142873.37974142458,11,9.9,227766.572812576,0.5545970501519988,1,0.22821564030490388
SME100081,Retail,252224.30226004368,0.08734742110283164,1.0586767045117975,6.049023970043371,337689.6318868054,111902.6372471811,24,0.08543428349794424,0.2477099716490857,0.2481225925889539,11,0,0,69314.92831423393,36,12.4,103318.75327945425,0.42614660545459043,0,0.04608324630259109
SME100082,Professional Services,340083.39755297086,0.10663409582767441,0.956671919387623,2.138981230905681,50577.727483246206,20721.95604043625,24,0.08358064443645236,0.1878443453626725,0.4928560721087505,3,1,0,488878.76679240825,4,12.3,19543.981662539438,0.31747178364910156,0,0.06262980391612856
SME100083,Wholesale,333788.25571791036,0.039816940888255256,1.9074615874394905,2.2836822818424487,57127.60679945271,74381.26470509109,36,0.04539747839067029,0.7055837341766915,0.3926492267059386,5,1,0,85825.31945367472,59,20.7,67385.38836772839,0.287266379199716,0,0.07771655431305723
SME100084,Manufacturing,147880.58284952337,0.10279839270632196,1.956273612225952,2.883585583147556,41006.68887019618,69238.24580785574,36,0.04622431148643084,0.2846715717968717,0.4027902385968005,9,1,0,115361.10475646499,0,12.6,67565.16312920937,0.22938504822628855,0,0.021570556048764882
SME100085,Manufacturing,795695.9987689186,0.12135133360172677,0.8829091993291119,2.273162508176738,75666.10596131624,80710.5538814612,60,0.07327139492607786,0.6027058050167686,0.529640245388834,4,0,0,27657.159837963376,0,8.0,77028.6536293065,0.5767299946199222,0,0.02769011435269957
SME100086,Professional Services,305772.8117112199,0.19845252846496947,1.035022382794833,3.2031810237035714,96817.7160648932,196931.86246386723,12,0.09127677208278634,0.3905390386492203,0.44790605924317484,6,1,0,408079.86904077587,0,13.0,181933.542938857,0.08,0,0.04645119118655327
SME100087,Construction,495089.64131829905,0.10895293319191851,0.6365439020096921,4.666541203671944,39404.38304310558,321808.2668568944,36,0.05829378723920259,0.4294961896876433,0.2622018964169164,4,1,0,27260.02253106082,19,7.8,292133.78089437255,0.5272041219930476,0,0.13669665000544112
SME100088,Wholesale,790757.5261871504,0.03860326065291879,1.5239081879375178,2.935687043949603,269769.84802270005,242999.2697884489,60,0.06177186698677502,0.4321368303283191,0.6716850771157835,10,0,0,168892.55580778088,0,5.8,221286.74168964478,0.38135631540047277,0,0.09517037085462283
SME100089,Construction,764159.0109664468,0.01169822757946401,1.4252959649204247,2.9948316806696047,37324.49739558881,96846.94793654524,36,0.07853242716309523,0.35886453202671037,0.39663659940464024,10,1,0,54948.76890932055,38,6.2,89529.92836037773,0.40887592452736854,0,0.11248014472052667
SME100090,Manufacturing,951110.1012133866,0.1567655798018493,1.8840169995914102,2.333360191192033,114525.99635396038,106438.34359863547,60,0.07808538980244763,0.41028045901856625,0.6008092730535148,5,1,0,37337.7635873199,0,7.7,104322.69686430281,0.4798709782358389,0,0.035558597357333625
SME100091,Transportation,443083.94159505115,0.14581006827753798,1.7234222120076876,1.891882169787444,74898.62505763872,288004.56203678326,36,0.07372357113734543,0.5108813066086693,0.29375458815927025,5,0,0,56226.911732042754,33,5.0,274931.5024708606,0.5282335191119307,0,0.05022342269445455
SME100092,Retail,320200.19481329195,0.0956549831029466,1.7856116340808998,2.85444762779769,223988.5414826341,32862.77783167816,48,0.08460912374685912,0.18183637327595334,0.4083743709359421,6,1,0,41972.40080841232,76,19.9,29190.011945888797,0.2792275100499889,0,0.40725644107684555
SME100093,Retail,451477.9390093566,0.10260348316063435,0.601898878117844,2.7121587834100667,35470.689575726,232296.21368724477,48,0.05233620696249232,0.3777133670075821,0.11782431213447969,6,2,0,250803.3992966292,12,4.4,206975.98509080175,0.3437986588553652,0,0.09970195123544587
SME100094,Wholesale,90460.22823178474,0.1710789546239336,1.1055206798742583,4.577218728755644,122428.14785271979,30479.636983638105,48,0.11285399051371615,0.4167374099776818,0.5799935949702442,3,0,0,75623.59741494396,0,5.4,28941.296309980346,0.09725252205238874,0,0.13482821920867222
SME100095,Transportation,115023.0161295451,0.2512437002951478,1.971893517608762,1.1654753185873687,646269.6755800793,22100.307949300375,24,0.06750611131235704,0.5297992872489234,0.644960691707517,3,0,0,338341.9432990936,0,6.1,21632.833535497688,0.2273511312408113,0,0.021256786816664493
SME100096,Retail,130261.64852174987,0.07758843326848097,1.1537831348455454,5.027255512719167,19981.198970883703,84670.07153913743,12,0.11701753182394664,0.33674043903196466,0.20223621673555298,8,1,0,70917.03251689108,23,14.2,76261.11023128092,0.43181975520642363,0,0.13394414543956643
SME100097,Manufacturing,180367.762836835,0.14711222689723463,0.5548387690420267,2.4650958344590594,32515.509625477556,19752.05387074418,24,0.03,0.37450422699259767,0.23159671643152493,10,1,0,51181.84498612372,5,17.0,19836.2947901062,0.27544900770823344,0,0.04721811040502776
SME100098,Manufacturing,729251.7057129821,0.2166616323204259,1.894394268929411,2.9376554964201076,477144.8518951067,57878.71749366218,60,0.03264928990837942,0.5519249269230636,0.5525493827964492,2,2,0,233153.8939406068,32,14.1,51473.46833682738,0.16894190470410358,0,0.04955161551342565
SME100099,Technology,197702.95276668965,0.07791085678422002,1.1325042527420761,0.9962615800043613,64812.31747115497,128506.91929834828,72,0.07292589527671298,0.11988579263669696,0.5253063253749506,6,0,0,260727.74087739323,3,15.3,114279.7123990048,0.08,0,0.018497872843615176
