customer_id,industry,annual_revenue,ebitda_margin,current_ratio,leverage_ratio,cash_flow,loan_amount,loan_term_months,interest_rate,debt_to_income,credit_utilization,number_of_accounts,delinquencies_12m,previous_defaults,collateral_value,days_past_due,years_in_business,ead,lgd,default,pd_true,predicted_pd,credit_score,risk_band,ecl_12m,stage,lifetime_ecl
SME108616,Construction,428100.4722992576,0.0942859860846877,1.5591544713943282,0.614679071344443,209854.97581428135,69160.21933949173,48,0.0552110800003099,0.335443582019776,0.5900023647571753,6,2,0,144368.11539710418,0,6.5,69317.27171202513,0.1514127671541908,0,0.0195146594969575,0.3428392991484713,430.8392809942095,Very High,3598.276694084726,Stage 3,14393.106776338904
SME105387,Wholesale,375466.31158437766,-0.0591663612136101,1.4935695985745456,2.526030587673921,42578.345791744,193628.0731055732,12,0.0992338223522491,0.4316017457599098,0.3159152591118312,7,1,0,133794.70229539805,0,4.1,190368.79360640707,0.4047372291872184,0,0.0940039304305918,0.456360493989161,396.52741492500917,Very High,35162.273973109746,Stage 3,140649.09589243899
SME103897,Retail,2931129.9972461727,0.0785153092718319,1.6656488865928014,2.0051612533012646,56582.70816759623,65835.41408368103,36,0.107884176145876,0.2380897807528087,0.2978784460379129,4,2,0,393110.9829369559,0,10.1,62530.09790221446,0.2072700441336336,0,0.0334621343150767,0.30493912618067015,443.33449843685275,Very High,3952.1989641150553,Stage 3,15808.795856460221
SME111719,Technology,646059.619291221,0.1605275693042448,1.2356907725037467,3.89197031750104,23475.28632626417,54527.89721770738,36,0.0972640791202294,0.4823601849051562,0.0508219531919681,7,1,0,121329.65227154554,40,5.2,48563.81602054649,0.1854022942078433,0,0.0744811094662315,0.45638269533263637,396.52095982384856,Very High,4109.198093653603,Stage 3,16436.79237461441
SME107821,Construction,1323467.6156935513,0.1741932932918022,0.872410558922399,2.0534344283904917,30545.73815812745,476189.1070271915,36,0.0345108060642907,0.291649333723602,0.4421896909824016,5,0,0,560239.7377213453,0,13.6,449149.3533094392,0.3573081700234324,0,0.0389837354143842,0.30040232868603395,444.8850697852414,Very High,48209.98766141798,Stage 3,192839.95064567192
SME105671,Hospitality,719381.3611259533,0.287764818640609,0.25,1.701598884209538,31736.100534359717,92871.43126061808,36,0.0892019430527262,0.3357121735477635,0.3269988921997542,6,2,0,213652.41427298528,81,4.7,85451.50267624423,0.2084593290742133,0,0.1641720568924344,0.7343650722531668,310.5509658935289,Very High,13081.364672066411,Stage 3,52325.458688265644
SME104190,Manufacturing,1333350.9857191106,0.0866562594302914,0.914746746535272,0.7670535511949286,75193.28997817705,264543.4454134554,12,0.1070286056448542,0.8656254668931694,0.6690446679736916,6,1,0,66854.08425542315,0,16.2,262684.3687894698,0.4935465784702285,0,0.0493034145184202,0.5125994821222177,380.2673834001108,Very High,66456.97041560526,Stage 3,265827.88166242104
SME106874,Wholesale,145463.80499237412,0.3105647188572707,1.5981983853249333,2.1527919453159496,16505.51868594253,94551.47324504318,12,0.0993534864233616,0.5404093628797206,0.03409969451058,2,2,0,174288.69705916784,41,2.2,92441.21175478,0.1354863177512262,0,0.0650883194704158,0.368226171084738,422.84439562790203,Very High,4611.855819330934,Stage 3,18447.423277323735
SME106658,Professional Services,1427780.701755136,0.0473053638400925,0.7088589403096994,3.235177589588651,46405.547559555824,100547.14225846862,60,0.0301741768097136,0.0901981039502921,0.7519183621206676,7,0,0,97769.9731822195,19,24.0,100519.63847989892,0.2369501066892773,0,0.0312838816050506,0.5103601406007803,380.9138626524186,Very High,12155.828800622934,Stage 3,48623.315202491736
SME100442,Professional Services,702163.7050713573,0.2785059528737029,0.716924666407886,1.0173914627806937,45215.29512025017,142396.9642499091,60,0.0556570676914049,0.2710874651833648,0.6686495517327842,9,0,0,137835.6365387329,43,13.0,135743.44290753218,0.3778994107726965,0,0.0351664906798074,0.3836398062801291,418.1046587599095,Very High,19679.711973477122,Stage 3,78718.84789390849
SME109663,Hospitality,289957.3265165001,0.0171491005586309,1.1810425279290333,1.7112797205482235,30145.658547075163,35955.30845284832,36,0.0560710956800729,0.5598860684559464,0.4216885009949951,8,2,0,126489.4465932108,0,16.3,35240.0327279597,0.2526147974990952,0,0.0374696931766346,0.4523955882898098,397.68105571292335,Very High,4027.2950743788742,Stage 3,16109.180297515497
SME109770,Retail,1514321.1985960673,0.279084218674645,1.9726912572351585,1.2371875426094616,143129.00861880148,67580.12805934953,36,0.0411331579066803,0.4233104582580088,0.392401945956825,7,0,0,77283.86150882377,6,0.5,60158.72190384934,0.2745515711879408,0,0.0661607958747966,0.19354717948203448,486.8488378007083,Very High,3196.7552063581393,Stage 3,12787.020825432557
SME102490,Technology,1104955.998933679,0.0230192873519018,0.4807919595741321,3.1852077906189926,73814.6790678895,56928.702811333766,48,0.0423798227677524,0.1527059181010879,0.839770775524037,5,0,1,53427.246213163926,0,11.5,54953.57017617645,0.405562331088624,1,0.2426752856301323,0.7442838928675833,306.83809633772,Very High,16587.92807675321,Stage 3,66351.71230701284
SME101503,Retail,680300.5369497356,0.1530914277902469,1.4996037505314477,2.8868536360059367,273533.7798622932,67554.57985787444,48,0.0767931213614604,0.5660626670719363,0.2871793507055321,10,0,0,181740.42345518208,44,16.7,65950.36004518246,0.1477044681780746,0,0.0725177723385792,0.4802596621347343,389.6024149580125,Very High,4678.287582322729,Stage 3,18713.150329290915
SME107513,Transportation,572802.9456827492,0.1710621311445998,1.5727787112644886,4.507722683078892,21250.945267055904,127593.20743013734,36,0.0446166537484244,0.4678573655821361,0.7292721059628413,4,0,0,99810.57743725929,10,9.2,128016.96569862938,0.4366982371632877,0,0.0989314535123094,0.6054723610805913,353.006858670675,Very High,33848.80110861369,Stage 3,135395.20443445476
SME108231,Wholesale,443538.9382394891,0.1739950948637274,2.4543322979657023,5.211239631602009,24591.75690862707,115209.64694719324,48,0.0736497268644159,0.6365413073296835,0.6669387946950548,4,2,0,44036.27481356691,0,13.1,115877.8638692717,0.426977054219824,0,0.0995954810619538,0.5714987719100967,363.13104229965643,Very High,28276.152730596892,Stage 3,113104.61092238757
SME107037,Professional Services,215343.30420032627,0.0389733016172429,1.924390077060556,4.968545210496046,22271.966123969665,110893.31442854508,60,0.0746950501043654,0.618388373817294,0.2931459766072844,4,2,0,207360.8583078275,37,3.1,109321.64766157304,0.2598201317252572,0,0.3087802220837927,0.691519743523279,325.6739809524156,Very High,19641.902519823838,Stage 3,78567.61007929535
SME101753,Professional Services,277717.933986882,0.2399409803017513,1.6842079348979242,0.5315334116295656,184266.6021757755,61310.53061884141,48,0.0748684807844098,0.528502316034688,0.1382832070255502,10,0,0,258411.45725154973,37,9.1,62185.68608085862,0.0801433803015889,0,0.0202156839613878,0.17667051573236078,494.9240252829224,Very High,880.4854085668397,Stage 3,3521.941634267359
SME107507,Hospitality,219455.9279837632,0.1242128373138156,2.2021073178450687,2.9931935657004294,265895.5822167272,74866.19853481196,36,0.0975087582897819,0.2181331922965861,0.0637859687445401,9,2,0,58895.63838331286,28,2.6,67172.69110950366,0.3426370372281189,0,0.1626648441418325,0.3563594650681576,426.5496923994857,Very High,8201.91665848552,Stage 3,32807.66663394208
SME100566,Professional Services,416795.799992869,0.0246935092395302,1.054251899147009,3.1204406674502265,23556.518931843937,53844.84167717856,24,0.09207218671144,0.2982901240146662,0.4463782299591357,5,0,0,88779.17052147926,15,0.5,54679.05649201969,0.309710661068864,0,0.1642685901938495,0.528173121524844,375.76593132278003,Very High,8944.446353689946,Stage 3,35777.78541475978
SME107207,Manufacturing,1050528.8602150253,0.1615386312073698,1.249804108736271,1.9756759609029728,3830.352588397117,36558.33273474588,48,0.0753349687050071,0.4857388447413879,0.4247025457992546,10,0,0,56702.20603770714,12,15.1,35740.361667395766,0.2148420911863791,0,0.0735581391412392,0.28958954158425704,448.6357612415227,Very High,2223.6231527929913,Stage 3,8894.492611171965
SME103057,Manufacturing,304214.1175114758,0.194190103678037,2.3647311947094964,0.1,14703.579294288596,19576.907244912694,60,0.0523467476466459,0.2186797262028895,0.5983579765676794,5,0,0,98746.59901262638,0,6.1,19369.30513486257,0.1934601024693011,0,0.0299896637120642,0.11689086928754948,529.7750697513128,High,438.01203419999723,Stage 2,1095.030085499993
SME107232,Wholesale,159114.0964207934,0.168767716342695,2.1781519952675006,1.1889322729887204,68360.26626003666,88427.01899141732,12,0.0357638964575886,0.4547637335029952,0.5483422638954059,10,0,1,336173.8416159502,41,1.6,84886.28287490504,0.2891960375989785,0,0.0832518278467732,0.5541127537414043,368.2285633314258,Very High,13602.790232691052,Stage 3,54411.16093076421
SME104975,Retail,262971.65914437943,0.0761058291825869,0.9029914378755044,0.7681770500483385,52336.28375926345,30953.623146949543,36,0.0771570282036651,0.5186879798253151,0.1337777902058541,6,0,0,260985.15672214355,0,17.0,27849.514521584264,0.1699121183940015,0,0.0399167449573283,0.208466381448398,480.1453893605632,Very High,986.456664816623,Stage 3,3945.826659266492
SME109269,Hospitality,470355.6247399866,0.1127250040648688,1.1361513222040178,3.913839096558288,68324.33171596884,75350.75129334388,48,0.0550817505104258,0.4368761271876331,0.4774120228203127,7,0,0,66368.49163306657,6,14.2,69953.76910449384,0.3972417595122897,0,0.0349572264595688,0.5164946665768821,379.1425128639845,Very High,14352.64216599258,Stage 3,57410.56866397032
SME105878,Professional Services,1760715.0514928603,0.1673568921648837,1.586524995762679,0.1,17434.792345689635,131543.22808484908,36,0.0481454628055865,0.6231741899299945,0.02,8,0,0,112861.9566795786,0,15.3,122429.81949405871,0.3932230711524394,0,0.0071807120909659,0.07873535672620001,561.3302005484724,Moderate,3790.4956228900905,Stage 2,9476.239057225226
SME105512,Construction,104707.60219118698,0.1094257026892372,1.1339440381411074,2.390039917494221,70704.28529454561,68059.94142427154,60,0.0640115941447488,0.3027787225794547,0.5934972181493593,6,0,1,102663.41589022924,0,3.1,69246.37520234445,0.1234025579414139,1,0.0954845032861171,0.6386378711588394,342.8259558029885,Very High,5457.275454112913,Stage 3,21829.101816451654
SME109593,Transportation,474830.0316469607,0.1000255233119161,1.7823281108731788,1.7444906288943116,92035.4958885146,95120.1816062464,60,0.0379161821170541,0.5009846087074581,0.2059042638243528,7,0,0,246499.84662446572,0,18.0,93226.06146875232,0.08,0,0.0085951650221389,0.16834308637331252,499.1327961647306,Very High,1255.5170334462332,Stage 3,5022.068133784933
SME109085,Manufacturing,689795.3346962513,0.2465088953932196,1.6775886908335047,3.9251825428557336,72217.9225967468,72993.08996527237,72,0.03,0.2701465914991072,0.3658129678464401,7,0,1,81551.49038912388,25,12.0,66574.79318441951,0.3459726832022178,0,0.0790392383227783,0.5063811670818927,382.06227966103694,Very High,11663.50771901614,Stage 3,46654.03087606456
SME110591,Professional Services,801863.0675418443,0.2292005365830375,2.0532930060918257,1.4872034675012968,18110.93554397404,37298.68282278714,24,0.1113066231737201,0.5001974346382528,0.1418751946147684,7,1,0,218440.0209368019,42,9.1,36821.65859681136,0.0954534643981479,0,0.0986783211529926,0.23727153532563755,468.1351205492865,Very High,833.9512861848237,Stage 3,3335.805144739295
SME100154,Manufacturing,463340.4838927264,-0.0085352194550708,1.6710162626705112,2.5371722321762675,72128.2167261382,130759.40953473547,48,0.0974147834488185,0.3721207628367196,0.4159092967007334,6,1,0,108499.86423318366,21,5.4,127493.7134695488,0.3795628874537238,0,0.0817737386297828,0.48364286952114915,388.6249502422858,Very High,23404.388680085518,Stage 3,93617.55472034207
SME106606,Hospitality,422666.5827636927,0.1553898899789599,1.3815384416120084,3.359931873063465,57106.5173158448,41673.2583364154,48,0.067786868503917,0.0979209093294787,0.7955212606485331,10,1,0,103759.96238654814,17,14.1,39851.18150776565,0.1291475861616478,0,0.2346151403011014,0.5655456510353188,364.8816506358702,Very High,2910.6846954380453,Stage 3,11642.738781752181
SME109644,Hospitality,1067092.4599038165,0.1949507329756442,1.1657281408612066,4.737858365450508,77490.36276736752,10217.439027137269,24,0.0708896977628714,0.7047537239796038,0.2938952395673948,4,1,0,270948.95857329725,25,0.5,9031.604882912616,0.2283989310563845,0,0.3580441595506057,0.713798656370294,317.9792582252092,Very High,1472.430221868824,Stage 3,5889.720887475296
SME105843,Construction,789955.9911785063,0.1189117045487508,0.8502649883617278,3.532995314907047,57886.6393092352,74679.58882522375,48,0.0316320012505591,0.7456529391958602,0.6023386787069652,6,0,1,920534.0222545658,0,8.7,73144.32016827431,0.1389388247648107,1,0.1943141101534216,0.7664183831935691,298.19332379847197,Very High,7788.792641055621,Stage 3,31155.170564222484
SME105379,Hospitality,1319121.5935087423,0.1780060589974951,2.245267021053853,3.7048650962468983,31765.552657343884,28646.83094712578,60,0.1014212477991996,0.1423755754726652,0.2159704629325054,4,0,0,108993.96442040232,22,5.8,26258.398306074487,0.234085181012371,0,0.0321838007781593,0.303278285252287,443.9006114519574,Very High,1864.1612184281314,Stage 3,7456.644873712526
SME103299,Manufacturing,568945.9945947832,0.233778970789102,1.1695569760214848,1.887251107025464,60761.969795642224,55641.823382312185,72,0.0946985651971364,0.3179376555819797,0.1979685735630335,7,0,0,90201.92298712392,49,12.0,53518.11969624301,0.1953297417783269,0,0.01238265267122,0.31038759867037485,441.48933535312284,Very High,3244.692787888515,Stage 3,12978.77115155406
SME103816,Retail,459178.02912286425,0.0385616430808562,1.186183983664833,4.599061004774685,65481.23016854836,40168.58049558976,36,0.03,0.260477828326881,0.0687533870414357,8,1,1,341851.07058588706,16,13.1,35425.21947403882,0.1922869708690002,0,0.1975378627735901,0.6516786612725265,338.7165003403798,Very High,4439.1100128000335,Stage 3,17756.440051200134
SME102313,Wholesale,517073.0038176535,0.1243065466466383,2.4784828481557577,3.3697004943805315,214947.7637389956,83799.2670561816,48,0.0808632484604748,0.3554134245092079,0.4439544970031491,9,0,0,180880.80898988128,9,7.9,78435.35697286716,0.1461592831465244,0,0.0329472557538071,0.28694146645597157,449.56679724061314,Very High,3289.512910618162,Stage 3,13158.051642472648
SME103971,Manufacturing,608895.9448352471,0.0953701244743784,1.119874606869906,2.20312973621771,118357.41576425813,19580.665899056065,36,0.0947019145017476,0.5576037908092482,0.2645018809081048,4,0,0,173267.61034672288,0,15.4,19917.697482343203,0.1131676754033267,0,0.0519498864490496,0.29228101383114125,447.69462058899984,Very High,658.8129571333665,Stage 3,2635.251828533466
SME104459,Hospitality,604473.8572062826,0.0831371622867352,1.593995383980206,2.11013136427053,403923.4388090317,182557.05726650325,60,0.0864287898709321,0.3139483367187116,0.444593731078706,4,0,0,92419.640252848,28,13.2,183994.78370223133,0.495484973775964,0,0.0451590649994351,0.4856695968718438,388.0396083072228,Very High,44276.87043418617,Stage 3,177107.48173674467
SME111108,Retail,1073958.851328165,0.1695628506736286,1.736404722393536,2.423419513019177,170874.61017025978,37288.567968186704,36,0.0411254268357727,0.3336389636324914,0.6997252983367444,5,2,0,151358.86605012254,14,6.7,35340.06838223513,0.08,0,0.1244677521253439,0.5185363848350011,378.55267284250374,Very High,1466.0089038996744,Stage 3,5864.035615598697
SME103322,Professional Services,576952.6397795771,0.1110104772349137,1.9677955436758008,1.545764218266016,158892.27777814682,44168.13363484458,24,0.081071748346347,0.3114376594856016,0.4876864630409229,6,0,0,137606.61351500888,7,21.3,44203.36586934768,0.1750346559342086,0,0.0289724960467861,0.18875023869740173,489.0869792416925,Very High,1460.3834235148606,Stage 3,5841.5336940594425
SME106707,Construction,346719.4839742199,0.1778015441173489,1.1253477379220147,0.1940400674016618,70611.1470968822,46669.02084681423,60,0.0625466826872238,0.3503412217441651,0.6581802652659475,4,0,0,72502.61480218093,0,20.8,41414.35297580148,0.1580236918265397,0,0.008356026554507,0.20915237256217256,479.8458649522841,Very High,1368.7870253901103,Stage 3,5475.148101560441
SME100554,Manufacturing,448160.1068653578,0.2056457278411921,2.0769426440663183,1.68634199458437,91598.03439204337,24646.66897502348,60,0.0738064990624251,0.2525679278092497,0.1659962897739948,5,0,0,228904.6469572272,24,6.2,25090.369505779658,0.1574868209753013,0,0.0240442149990956,0.16395334720256538,501.4184999483749,Very High,647.8456710301434,Stage 3,2591.3826841205737
SME108730,Wholesale,952013.4061276726,0.1550629094072672,1.4472625335251326,1.1254183473409023,41221.987804035736,19486.98743925588,48,0.0475491765929742,0.6983195078702878,0.6939443038842839,11,0,1,382064.17265126354,56,23.1,19205.0028993374,0.1390299522689337,0,0.3735610228301305,0.6782649273321185,330.10481127386856,Very High,1811.0152661827715,Stage 3,7244.061064731086
SME108239,Retail,596216.5191975315,0.1518147562735642,0.759854875571304,0.6469667632088973,145837.2451611051,42784.31902306883,48,0.076863892706035,0.3354886102815888,0.5486590473834615,9,1,0,47873.941844807385,56,14.6,41283.18300501067,0.2586184512370026,0,0.1150709744388863,0.5511961686299748,369.07955186452176,Very High,5884.897073432532,Stage 3,23539.58829373013
SME111802,Professional Services,254567.68015061077,0.1130199235112379,2.05512806147159,2.4382527278966104,24328.25832148332,165468.992097897,36,0.0579709870065396,0.1234603294014967,0.146208277279743,4,0,0,50832.6698630385,55,9.3,159269.5365670837,0.5037301690458266,0,0.0161878347420923,0.2847283512851007,450.3488504844356,Very High,22843.434045363898,Stage 3,91373.73618145559
SME111222,Manufacturing,134955.1529041503,0.142022897011539,2.0070133091394924,4.868615923342916,33532.89312668639,51279.6689235468,24,0.0796330600750256,0.3138323182704017,0.1978062018386201,4,1,0,128958.8742677652,56,6.5,51453.62961311755,0.2139577526949733,0,0.0920472638297472,0.5874377863688139,358.4123764024746,Very High,6467.045585184501,Stage 3,25868.182340738003
SME102254,Technology,1374755.105238239,0.1582441197620194,0.9206197709268008,0.1,37530.57615346636,262841.4083507112,60,0.1018198706868131,0.4863513022756603,0.1318144549567745,12,1,0,526964.362929901,13,4.6,263987.14307985577,0.0974774001750417,0,0.0261427779936241,0.2216541727227001,474.5086342695334,Very High,5703.778148548949,Stage 3,22815.112594195794
SME109116,Manufacturing,130545.61783684554,0.1426985759798668,2.252523695993867,0.2588224972582891,50503.64614352194,42370.52213785845,48,0.0415727673687255,0.3265894060290882,0.3244397537157339,7,0,0,123540.47919314748,34,0.5,37984.10924082409,0.1656183313985026,0,0.0367043946524968,0.18181815204706292,492.3998597639376,Very High,1143.793411281867,Stage 3,4575.173645127468
SME110400,Technology,101681.5275273354,0.0734864279941573,1.1723558439336277,0.1,25357.453577401306,66092.99289276802,48,0.0807499305702249,0.334496361217572,0.2430086920206718,7,0,0,216060.94856480692,0,0.5,59567.80837534284,0.1944725172614308,0,0.0135896912163495,0.15683256983540825,505.23329229658077,Very High,1816.7957963417314,Stage 3,7267.1831853669255
SME102417,Construction,259864.1249865478,0.0938264788941493,1.7326846647726968,1.8692011702204143,120030.81232648488,133048.96254427033,36,0.0748835667475284,0.2900398782618976,0.157861870395932,7,1,0,182006.30244580776,7,10.0,120374.1672564404,0.225782118767005,0,0.1115824695607924,0.21274077764448035,478.2907032945201,Very High,5781.940022562796,Stage 3,23127.760090251184
SME105722,Manufacturing,497201.52663159935,0.0897758051943467,2.119924393700324,2.7415666730553467,56566.20963181222,117803.0410292958,12,0.0690838645566608,0.5377127867047582,0.2220545352125508,4,0,1,55569.86890609767,0,4.3,108605.5325122686,0.52528651388393,0,0.0722082397785326,0.4218558927630124,406.63753961425374,Very High,24066.46592224213,Stage 3,96265.86368896851
SME106067,Wholesale,1003771.774260922,0.2009204265925396,2.149285542307504,4.283113362455936,62864.758412546726,118378.12471130824,60,0.03,0.5994179023658157,0.4288057192511388,7,1,0,11076.30886513405,0,13.0,115673.99831882933,0.480324728283545,0,0.0621253092679237,0.35601305097404945,426.65866133791826,Very High,19780.470251295694,Stage 3,79121.88100518277
SME105474,Transportation,639975.8938887531,0.1192342947503084,1.283962264368175,3.2020676134093806,91418.67141844625,33789.97403838937,36,0.0614281001640987,0.3698337003790796,0.4669780250392588,9,0,0,50028.733225019525,19,7.6,30780.71928733418,0.1666795973464015,0,0.0983761878266697,0.46064434684269034,395.2827751231138,Very High,2363.3440655571176,Stage 3,9453.37626222847
SME106231,Construction,1160759.6222458824,0.0660213840231209,1.9155396897214905,2.567464367678755,101190.31497896038,86305.66148177756,60,0.0908114599367945,0.4218664440667935,0.50278818968621,7,3,0,78722.15039862179,0,23.5,82711.71762824187,0.3190951191112081,0,0.0308074468093613,0.37161530155268524,421.7955024307822,Very High,9808.007494790167,Stage 3,39232.02997916067
SME105933,Wholesale,479215.3949502105,0.0528185174312616,1.5350268688871027,2.9177171682593,20575.60145046356,197770.5439766133,36,0.0622674963690272,0.2918453836145466,0.2847441890190338,4,0,0,39652.26337245043,43,0.5,190227.4699876221,0.5356838200634595,1,0.0711071400190558,0.5154761039500392,379.4367087227195,Very High,52527.93140797639,Stage 3,210111.72563190557
SME111603,Technology,250013.2246343226,0.1110837366417579,0.477042411593256,0.7265847648305332,55301.64110645395,31207.880867268195,60,0.1006475742459789,0.4311892770243917,0.6104781684337964,5,1,0,129442.81166091868,0,5.2,29704.274964216183,0.1835267114809355,0,0.0259942365786344,0.3920671582761033,415.54415322273996,Very High,2137.365052450334,Stage 3,8549.460209801337
SME103640,Wholesale,103172.80587430151,0.0906252706598549,2.1824277408454287,0.2020936636468677,33422.77365750531,42294.31096631553,24,0.0978255994890221,0.1865338064378883,0.4436137814942246,5,1,0,455219.2588010629,2,19.2,37791.12402144986,0.08,0,0.0185829334142204,0.12595818730216138,523.6414651039789,High,380.8081182282394,Stage 2,952.0202955705985
SME109656,Retail,307325.99124268186,0.0491828693151646,2.0147836332472484,3.6915566676892073,134860.08437084098,16265.618837660688,60,0.0836687402278317,0.1780150122993223,0.4295857896475735,6,1,0,177942.4241764782,17,15.1,15566.854739511116,0.1167539557992176,0,0.0984967004464752,0.42569981767484255,405.50202263168865,Very High,773.7059577652732,Stage 3,3094.8238310610927
SME100168,Retail,418052.4166552522,0.0771526014973617,1.247755890232795,2.908143737320955,38256.89204040153,101660.87257428936,36,0.1161625630524029,0.1982519934484957,0.7386750367546573,10,0,0,71109.31404210659,0,5.2,90757.94323001918,0.3598030510617225,0,0.0908954861257289,0.4960509382476433,385.04307731104893,Very High,16198.535889301482,Stage 3,64794.14355720593
SME109708,Professional Services,242416.23146991103,0.2103468637950848,1.771279697006532,2.908054621699184,130332.80089731717,27951.393594992333,60,0.0648047679728045,0.3059330898236726,0.4415187557204044,7,2,0,492553.089484505,0,10.6,27637.980635191656,0.2939637423904441,0,0.0089081927484948,0.2731485025451462,454.5023514693721,Very High,2219.212550425328,Stage 3,8876.850201701312
SME103854,Transportation,535805.4668736313,0.2026180533503335,2.988304659198625,3.454514853609343,24271.624140257263,33772.375928669244,60,0.0490524193499686,0.05,0.5829731002581624,5,1,0,79228.09860186707,6,5.3,33854.952715761814,0.2114485504954614,0,0.0131281131336376,0.23435231046211108,469.3036789946267,Very High,1677.6299217156334,Stage 3,6710.5196868625335
SME110106,Retail,574738.7818124108,0.1467106288925052,1.7072012115094228,3.724987539260317,138456.10134742956,26894.09958314125,36,0.0738867934167382,0.5023471804470779,0.677572287959873,6,0,0,1335999.3877493625,55,0.5,24196.50876876504,0.1793465501951423,0,0.1587374140152302,0.7405240230514093,308.25631713672175,Very High,3213.5487067581366,Stage 3,12854.194827032547
SME110604,Retail,443017.67917031207,0.2124898270837039,0.9881874449531076,2.907604101145251,420897.245384123,287961.49146070285,48,0.0543162856894731,0.4994376950989653,0.2786461960497098,5,0,0,80936.97139373377,65,18.1,262022.32854841187,0.5786366254093527,0,0.1432418788721767,0.5608278715910023,366.2650177091211,Very High,85030.31928896974,Stage 3,340121.27715587895
SME106225,Manufacturing,362975.8876066479,0.2055669967498171,1.4280015457032895,1.5621626826423534,47300.36990034858,18380.62128660029,48,0.0750054543764245,0.1761327715540545,0.5910104608046727,9,0,0,77393.10706832794,13,12.7,17954.042660763844,0.2343897436300605,0,0.0661880978692105,0.24689112548618602,464.35276855874054,Very High,1038.9779632654386,Stage 3,4155.911853061754
